Index,Date,Airline,Flight_Num,Origin,Destination,Air_Time,Distance,Dep_Time,Hour,Delay,Cancelled (Y/N)
1258,1/1/2018,UA,473,ORD,IND,37,177,21:42,21,47,0
1267,1/1/2018,UA,464,ORD,MSY,108,837,21:11,21,16,0
1301,1/1/2018,UA,439,ORD,DCA,77,612,21:15,21,0,0
1459,1/1/2018,UA,298,ORD,CVG,39,264,21:02,21,3,0
1541,1/1/2018,UA,226,ORD,BWI,88,622,21:29,21,9,0
3585,1/1/2018,EV,4065,ORD,PIA,27,130,21:31,21,36,0
3692,1/1/2018,EV,4187,ORD,RIC,85,642,21:04,21,9,0
3779,1/1/2018,EV,4305,ORD,BHM,82,584,21:10,21,11,0
3847,1/1/2018,EV,4407,ORD,FNT,39,223,21:11,21,-1,0
5042,1/1/2018,MQ,3283,ORD,PIT,59,413,21:39,21,0,0
5049,1/1/2018,MQ,3288,ORD,TUL,89,585,21:15,21,46,0
5090,1/1/2018,MQ,3324,ORD,CMH,47,296,21:49,21,11,0
5113,1/1/2018,MQ,3349,ORD,ELP,162,1236,21:02,21,27,0
5203,1/1/2018,MQ,3421,ORD,TOL,39,213,21:58,21,-4,0
5211,1/1/2018,MQ,3430,ORD,FSD,65,462,21:23,21,53,0
5263,1/1/2018,MQ,3696,ORD,CMI,24,135,21:32,21,88,0
5278,1/1/2018,MQ,3710,ORD,CVG,42,264,21:40,21,0,0
5912,1/1/2018,NK,457,ORD,LAS,200,1514,21:03,21,-9,0
6714,1/1/2018,OO,3005,ORD,DTW,57,235,21:11,21,166,0
6734,1/1/2018,OO,3029,ORD,DTW,47,235,21:33,21,-2,0
6778,1/1/2018,OO,3070,ORD,FNT,44,223,21:50,21,-4,0
6806,1/1/2018,OO,3103,ORD,RST,,268,21:31,21,61,0
6819,1/1/2018,OO,3120,ORD,MKE,18,67,21:41,21,26,0
6830,1/1/2018,OO,3129,ORD,MEI,89,667,21:14,21,250,0
6854,1/1/2018,OO,3150,ORD,CID,34,196,21:57,21,5,0
6865,1/1/2018,OO,3162,ORD,COS,122,911,21:55,21,115,0
6890,1/1/2018,OO,3183,ORD,GRB,31,173,21:25,21,70,0
6893,1/1/2018,OO,3188,ORD,SYR,86,607,21:46,21,1,0
7556,1/1/2018,OO,5049,ORD,FWA,31,157,21:46,21,51,0
7565,1/1/2018,OO,5060,ORD,AVL,75,536,21:13,21,118,0
7575,1/1/2018,OO,5070,ORD,PAH,48,342,21:25,21,10,0
7621,1/1/2018,OO,5142,ORD,DLH,66,397,21:08,21,-2,0
7622,1/1/2018,OO,5143,ORD,EAU,47,269,21:14,21,99,0
7865,1/1/2018,OO,5412,ORD,SYR,88,607,21:20,21,227,0
8024,1/1/2018,OO,5600,ORD,TYS,62,475,21:28,21,30,0
13441,1/1/2018,YX,3630,ORD,PIT,62,413,21:10,21,0,0
13511,1/1/2018,YX,3709,ORD,CMH,51,296,21:03,21,8,0
13780,1/1/2018,AA,547,ORD,PHX,190,1440,21:54,21,278,0
14297,1/1/2018,AA,2291,ORD,EWR,89,719,21:49,21,-1,0
14364,1/1/2018,AA,2355,ORD,MSP,57,334,21:57,21,1,0
14640,1/1/2018,AA,1018,ORD,ABQ,161,1118,21:03,21,43,0
14669,1/1/2018,AA,1058,ORD,LAX,230,1744,21:47,21,-3,0
15442,1/1/2018,AA,1487,ORD,DEN,124,888,21:00,21,45,0
15512,1/1/2018,AA,1569,ORD,BOS,107,867,21:50,21,8,0
15594,1/1/2018,AA,1644,ORD,MIA,157,1197,21:05,21,35,0
15655,1/1/2018,AA,1161,ORD,MCI,61,403,21:19,21,44,0
15743,1/1/2018,AA,1247,ORD,LAS,195,1514,21:36,21,59,0
16075,1/1/2018,AA,2616,ORD,PHL,86,678,21:48,21,4,0
5,1/1/2018,UA,2422,ORD,OMA,62,416,22:44,22,3,0
14,1/1/2018,UA,2413,ORD,BTV,99,763,22:30,22,76,0
194,1/1/2018,UA,2015,ORD,DEN,122,888,22:46,22,1,0
401,1/1/2018,UA,1790,ORD,PDX,217,1739,22:42,22,-6,0
735,1/1/2018,UA,1180,ORD,MCO,125,1005,22:47,22,297,0
761,1/1/2018,UA,1151,ORD,IAD,78,588,22:39,22,89,0
931,1/1/2018,UA,774,ORD,MSP,54,334,22:44,22,-1,0
1333,1/1/2018,UA,411,ORD,LAX,216,1744,22:27,22,171,0
4774,1/1/2018,MQ,3488,ORD,AZO,29,122,22:43,22,58,0
4976,1/1/2018,MQ,3658,ORD,FAR,87,557,22:50,22,135,0
5335,1/1/2018,MQ,3763,ORD,SGF,64,438,22:47,22,142,0
5341,1/1/2018,MQ,3768,ORD,IND,31,177,22:19,22,39,0
5342,1/1/2018,MQ,3770,ORD,MSN,26,108,22:10,22,11,0
5358,1/1/2018,MQ,3787,ORD,OMA,64,416,22:13,22,18,0
5414,1/1/2018,MQ,3839,ORD,LIT,,552,22:33,22,148,1
6446,1/1/2018,OH,5280,ORD,DAY,42,240,22:37,22,57,0
6679,1/1/2018,OO,2969,ORD,CLE,53,316,22:01,22,24,0
6763,1/1/2018,OO,3059,ORD,TVC,44,224,22:22,22,34,0
6822,1/1/2018,OO,3122,ORD,CHO,87,566,22:29,22,40,0
6823,1/1/2018,OO,3124,ORD,ICT,85,588,22:51,22,131,0
6880,1/1/2018,OO,3177,ORD,BNA,63,409,22:30,22,125,0
6906,1/1/2018,OO,3204,ORD,BMI,24,116,22:51,22,56,0
7566,1/1/2018,OO,5061,ORD,CMX,63,360,22:27,22,79,0
7577,1/1/2018,OO,5072,ORD,SPI,32,174,22:27,22,80,0
7923,1/1/2018,OO,5472,ORD,GRB,35,173,22:29,22,94,0
14334,1/1/2018,AA,2327,ORD,ATL,81,606,22:08,22,13,0
14412,1/1/2018,AA,2402,ORD,DFW,108,802,22:16,22,1,0
15097,1/1/2018,AA,91,ORD,DFW,115,802,22:10,22,30,0
15888,1/1/2018,AA,2431,ORD,SEA,233,1721,22:44,22,44,0
11,1/1/2018,UA,2416,ORD,CLE,48,316,23:00,23,121,0
730,1/1/2018,UA,1186,ORD,LAX,214,1744,23:23,23,123,0
1027,1/1/2018,UA,683,ORD,LAX,227,1744,23:06,23,11,0
3555,1/1/2018,EV,4022,ORD,IND,32,177,23:05,23,15,0
3997,1/1/2018,F9,1263,ORD,LAS,191,1514,23:56,23,201,0
5434,1/1/2018,MQ,3924,ORD,GSO,79,589,23:20,23,296,0
6675,1/1/2018,OO,2966,ORD,BNA,59,409,23:13,23,84,0
15979,1/1/2018,AA,2518,ORD,DFW,117,802,23:23,23,168,0
